participant,sentence
INV,thank you .
CHI,0 .
INV,down .
CHI,0 .
CHI,0 .
INV,Joseph .
INV,Joseph got some trucks huh ?
INV,Chi .
INV,0 .
INV,0 .
CHI,0 .
CHI,0 .
INV,one two three .
CHI,0 .
INV,let go .
CHI,xxx . [+ trn]
INV,let it go .
INV,there it is .
CHI,0 .
CHI,0 .
INV,there it is .
CHI,0 .
INV,you got it .
CHI,0 . [+ trn]
INV,thank you .
CHI,0 . [+ trn]
INV,the balloon is flat .
INV,it's flat .
CHI,0 .
INV,let's get you a new balloon .
INV,let's get a new balloon .
CHI,0 .
INV,here's the balloon .
CHI,0 .
CHI,0 .
INV,&-uh .
INV,throw it away .
INV,no good .
INV,throw it away .
CHI,xxx .
INV,there you go .
INV,there you go .
CHI,0 .
CHI,0 .
INV,throw it away .
INV,no good .
CHI,0 .
CHI,0 .
CHI,0 .
INV,blow it up .
INV,blow it up .
CHI,0 .
CHI,0 .
CHI,0 .
INV,0 .
CHI,0 .
CHI,xxx .
INV,one .
INV,two .
CHI,0 .
INV,three .
CHI,xxx . [+ trn]
INV,&=gasp . [+ trn]
INV,let it go .
CHI,0 .
INV,there it is .
CHI,0 .
INV,there it is .
CHI,0 .
INV,you got it .
INV,Chi got it .
CHI,0 .
INV,0 .
CHI,0 .
INV,thank you .
INV,thank you .
CHI,0 .
CHI,0 .
CHI,0 .
INV,&=gasp . [+ trn]
INV,up up up up .
CHI,xxx .
INV,up up up up .
CHI,0 .
INV,up up .
INV,&=gasp . [+ trn]
INV,up up up .
INV,&=gasp . [+ trn]
INV,&=gasp . [+ trn]
INV,&=gasp . [+ trn]
INV,up up .
INV,get it .
CHI,xxx .
INV,&=gasp . [+ trn]
INV,up up .
INV,up up .
INV,get it Chi .
INV,get it .
INV,&=gasp . [+ trn]
CHI,xxx .
INV,up up .
INV,up up .
CHI,0 .
INV,&=gasp . [+ trn]
INV,get it .
INV,get it .
INV,get it .
INV,get it .
INV,there it is .
INV,up up .
INV,oh no .
INV,oh no .
INV,there it is .
CHI,0 .
INV,there it is Chi .
INV,oops .
CHI,0 .
INV,in the closet ?
CHI,0 . [+ trn]
INV,in the closet ?
CHI,0 . [+ trn]
INV,that's the door knob .
INV,0 .
INV,oops .
INV,it's not opening .
CHI,0 .
CHI,xxx . [+ trn]
CHI,xxx . [+ trn]
INV,we needta unlatch this Chi .
INV,we needta put this up .
INV,there we go .
INV,now .
INV,now try .
INV,now try .
CHI,xxx . [+ trn]
INV,no ?
INV,close it up .
INV,close it up .
INV,0 .
INV,close it up .
CHI,0 .
INV,up .
INV,up up up .
INV,&=gasp . [+ trn]
INV,up up up up .
INV,&=gasp . [+ trn]
CHI,xxx .
INV,get it Chi .
CHI,0 .
INV,oops .
INV,0 .
CHI,0 . [+ trn]
CHI,0 .
INV,inside .
INV,inside .
INV,inside .
INV,xxx .
INV,we're back to school .
INV,back to school .
INV,we're back to school .
INV,0 .
OTH,hi Chi .
CHI,0 .
INV,there's Shannon .
INV,there's Shannon .
CHI,0 .
INV,back to school .
INV,back to school .
INV,0 .
CHI,0 .
INV,in the trash Chi .
INV,in the trash .
INV,Chi .
INV,let's play with blocks .
INV,let's play with blocks .
INV,here's the blocks .
CHI,0 .
INV,here's the blocks .
INV,boom .
INV,here's the blocks .
CHI,0 .
INV,here's the blocks .
CHI,block .
INV,push (th)em down .
INV,push (th)em down .
CHI,yyy .
INV,close the door .
INV,close the door .
CHI,0 .
INV,get more blocks ?
INV,let's get some more .
CHI,xxx .
CHI,xxx .
INV,get some more to put on top .
INV,0 .
INV,on top .
INV,on top .
CHI,xxx .
INV,put the block .
CHI,0 .
INV,on top .
INV,on top .
INV,put this block .
CHI,xxx .
CHI,xxx .
INV,0 .
CHI,0 .
INV,xxx . [+ trn]
INV,knock (th)em down .
INV,knock (th)em down .
INV,knock (th)em down .
INV,0 .
INV,on top .
CHI,yyy .
INV,on the top .
CHI,0 .
CHI,xxx .
CHI,xxx .
INV,on top .
CHI,xxx .
INV,get the block Chi .
CHI,xxx .
INV,get the block .
CHI,xxx .
INV,on top .
CHI,0 .
INV,on top .
CHI,xxx .
CHI,0 .
INV,on top .
CHI,0 .
INV,&=gasp .
INV,knock it down .
INV,knock (th)em down Chi .
CHI,0 .
INV,oops .
CHI,0 .
INV,let's put the blocks up .
INV,let's put the blocks on that shelf .
INV,on the shelf .
CHI,xxx .
INV,on the shelf .
INV,Chi .
CHI,0 .
INV,let's put the blocks on the shelf .
CHI,0 .
INV,there's a hammer .
INV,hammer .
INV,knock knock knock .
CHI,0 . [+ trn]
CHI,0 .
INV,there's the sand .
INV,sand is in there .
CHI,0 . [+ trn]
INV,oop .
INV,off .
INV,off .
CHI,0 .
INV,oh no .
INV,sand .
CHI,0 .
INV,oh .
INV,on the ground .
CHI,yyy [= jargon] .
INV,on the ground .
CHI,0 .
INV,&-uh .
INV,on the ground .
INV,Chi that's messy .
INV,that's messy .
CHI,0 .
INV,on the ground .
INV,okay .
INV,sand's over .
INV,bye bye sand .
CHI,0 .
INV,put the lid back on .
INV,back on .
INV,lid's on top .
INV,bye sand .
INV,put the hammer in the box .
INV,in the box .
INV,in the box .
CHI,0 .
INV,knock (th)em down .
INV,knock (th)em down .
INV,0 .
CHI,0 .
INV,on top .
CHI,0 .
INV,on top .
CHI,xxx . [+ trn]
INV,0 .
INV,on top .
CHI,0 .
INV,0 .
INV,on top .
CHI,0 .
INV,0 .
CHI,xxx . [+ trn]
INV,knock (th)em down .
INV,knock (th)em down .
INV,knock (th)em down .
CHI,0 .
CHI,0 .
INV,on top .
INV,stack (th)em [>] .
CHI,xxx [<] . [+ trn]
INV,knock (th)em down .
CHI,yyy [= jargon] .
CHI,yyy [= jargon] .
CHI,yyy [= jargon] .
CHI,yyy .
INV,there's the hammer .
INV,0 .
INV,it's a wrench .
CHI,0 .
CHI,0 . [+ trn]
INV,thank you .
INV,0 .
INV,knock knock knock .
CHI,0 . [+ trn]
INV,thank you .
INV,knock knock knock .
CHI,0 . [+ trn]
INV,open it up .
INV,open it up .
CHI,0 .
INV,open it up .
INV,there's the sand .
CHI,xxx .
INV,there's the sand .
CHI,yyy .
INV,knock knock knock .
INV,knock knock knock .
INV,knock knock knock .
CHI,0 .
INV,knock knock knock .
INV,hit the sand .
INV,hit the sand .
INV,knock knock knock .
INV,knock knock knock .
CHI,0 .
CHI,yyy [= jargon] .
CHI,yyy [= jargon] .
INV,oop .
INV,on the ground .
INV,bye bye sand .
CHI,0 .
INV,bye sand .
CHI,xxx . [+ trn]
INV,lid down .
INV,lid down .
INV,bye bye .
CHI,xxx .
INV,0 .
CHI,0 .
INV,knock knock .
CHI,yyy [= jargon] .
INV,oops .
CHI,0 .
INV,0 .
CHI,yyy [= jargon] .
CHI,xxx . [+ trn]
INV,we're going ?
INV,let's put up the blocks .
INV,let's put up the blocks first Chi .
INV,on the shelf .
CHI,xxx .
INV,oops .
INV,fall down .
INV,fall down .
CHI,xxx [>] . [+ trn]
INV,<on the shelf> [<] Chi .
INV,on the shelf .
INV,on the shelf .
CHI,0 .
INV,time to put the blocks .
INV,on the shelf .
INV,here .
CHI,xxx [>] . [+ trn]
INV,<you put a block on the shelf> [<] .
INV,come on .
INV,<come on> [>] .
CHI,xxx [<] .
CHI,xxx [>] .
INV,<on the shelf> [<] .
CHI,xxx .
CHI,xxx .
CHI,xxx .
INV,on the shelf .
INV,on the shelf .
INV,now we're done .
INV,now we're done .
CHI,xxx .
INV,we can go out now .
CHI,xxx . [+ trn]
INV,out .
INV,out .
INV,0 .
INV,&=gasp . [+ trn]
CHI,0 .
INV,there's the trash .
CHI,0 .
INV,there's the trash .
CHI,xxx .
INV,trash .
CHI,xxx .
INV,0 .
CHI,0 .
INV,trash .
CHI,xxx . [+ trn]
INV,in that room ?
INV,in that room ?
INV,there's Joseph .
INV,there's Joseph .
INV,and there's Katherine .
INV,there's Katherine .
CHI,0 .
INV,Chi .
INV,let's look in the closet .
CHI,0 .
INV,let's look in the closet .
INV,I bet we can find +...
INV,a truck .
INV,there's the truck .
INV,here's a truck .
INV,truck .
CHI,0 .
CHI,0 [=! intvoc] .
INV,two trucks .
CHI,xxx .
INV,there's our trucks .
INV,0 .
CHI,0 .
INV,two trucks .
CHI,0 .
INV,fix (th)em .
INV,fix the truck .
CHI,0 .
INV,fix the truck .
CHI,0 .
INV,0 .
CHI,xxx . [+ trn]
CHI,0 .
INV,on your mark .
CHI,0 .
INV,get set .
CHI,go .
INV,go .
CHI,0 .
CHI,yyy .
CHI,get set .
CHI,go .
INV,go .
INV,whoo .
CHI,0 .
INV,0 .
CHI,yyy .
CHI,<get set> [>] .
INV,get set .
CHI,go .
INV,go .
INV,0 .
CHI,yyy .
CHI,yyy .
CHI,go .
INV,go .
CHI,0 .
INV,0 .
CHI,0 .
CHI,yyy .
CHI,yyy set .
CHI,go .
INV,go .
CHI,0 .
INV,go .
CHI,0 [=! intvoc] .
INV,0 .
CHI,0 .
INV,ready ?
CHI,get set .
CHI,yyy .
CHI,go .
INV,go .
CHI,0 .
INV,go truck .
INV,0 .
INV,0 .
CHI,get ready .
CHI,get set .
CHI,go .
INV,go .
CHI,0 .
INV,come back .
INV,come back .
CHI,yyy .
CHI,yyy .
CHI,go .
INV,go .
INV,go .
INV,come back .
INV,come back truck .
INV,come back truck .
CHI,0 .
INV,xxx . [+ trn]
INV,xxx . [+ trn]
INV,truck .
INV,yyy the truck .
INV,bump .
INV,bump .
INV,bump .
CHI,0 .
INV,bump .
CHI,0 [=! intvoc] .
INV,there's the wheels .
INV,0 .
INV,fix the truck .
INV,fix the truck .
CHI,get ready .
CHI,<get set> [>] .
INV,<get set> [<] .
CHI,go . [+ trn]
INV,go .
CHI,0 .
INV,come back .
INV,come back .
INV,oops .
CHI,0 .
INV,0 .
CHI,0 .
CHI,yyy .
INV,on your mark .
CHI,mark .
CHI,get set [>] .
INV,<get set> [<] .
CHI,go .
INV,go .
CHI,0 .
INV,come back .
INV,come back .
CHI,0 .
INV,come back .
CHI,0 .
CHI,xxx .
INV,0 .
INV,let's put the trucks in the closet .
INV,in the closet .
INV,in the closet .
INV,trucks go in the closet .
INV,there go the trucks .
INV,there go the trucks .
INV,yyy .
INV,in the closet .
INV,xxx . [+ trn]
INV,in the closet .
INV,bye bye truck .
INV,bye bye truck .
INV,let's go outside .
