participant,sentence
CHI,0 .
INV,put it in .
INV,&=gasp . [+ trn]
INV,put it in .
CHI,yyy .
INV,&=laughs .
INV,men .
CHI,0 .
INV,that's a clown .
INV,&=gasp . [+ trn]
INV,a seal .
INV,my turn .
INV,0 .
INV,put it in .
CHI,xxx . [+ trn]
CHI,a horse .
CHI,my turn .
INV,that's right .
INV,a horse .
CHI,0 .
INV,the horse goes right there .
INV,put it in .
CHI,right there .
INV,right there .
INV,put it in .
INV,the horse is in .
CHI,0 .
INV,0 .
INV,&=gasp . [+ trn]
INV,the monkey's on the bike .
CHI,0 .
INV,the monkey's on the bike .
INV,going to put it in ?
CHI,0 .
INV,you put it in .
CHI,0 .
INV,what's that ?
INV,Chi what's that ?
CHI,xxx . [+ trn]
INV,is that a seal ?
CHI,seal .
INV,&=gasp . [+ trn]
INV,seal .
INV,that's right .
CHI,xxx . [+ trn]
INV,seal .
INV,and what's that ?
CHI,yyy .
INV,is that a (.) tiger [>] ?
CHI,0 [<] . [+ trn]
INV,xxx . [+ trn]
INV,tiger .
CHI,yyy .
INV,what ?
INV,elephant .
CHI,yyy [= jargon] .
CHI,xxx . [+ trn]
CHI,0 . [+ trn]
CHI,yyy .
INV,&=laughs .
INV,you ready to +...
CHI,yyy .
CHI,yyy .
INV,you ready to put it up ?
CHI,xxx . [+ trn]
INV,you ready to put it up ?
CHI,yyy .
INV,the seal has a ball on its nose .
CHI,yyy .
INV,there's a ball on its nose .
CHI,yyy yyy yyy [= jargon] .
INV,yeah .
INV,there's a ball on its nose .
CHI,yyy yyy [= jargon] .
INV,there's a monkey on a bike .
CHI,0 . [+ trn]
INV,ball on nose .
CHI,xxx . [+ trn]
INV,ball's on his nose .
CHI,xxx . [+ trn]
INV,&=gasp . [+ trn]
CHI,xxx . [+ trn]
INV,a monkey on a bike .
INV,a monkey on a bike .
CHI,0 [=! screams] . [+ trn]
INV,let's put it up .
INV,ready to put it up ?
INV,<&=gasp let's put it up> [>] .
CHI,<xxx [=! voc] [=! voc]> [<] . [+ trn]
INV,okay .
INV,I'll put it up .
INV,up up up .
INV,we're putting it up .
INV,let's get a book .
INV,how (a)bout a book ?
INV,where's a book ?
INV,I don't see our book .
INV,okay .
INV,let's read a book .
INV,which one ?
CHI,a car .
INV,&=gasp . [+ trn]
INV,that's right .
INV,that's a car .
INV,what are those ?
INV,is that a bear in a car ?
CHI,0 .
CHI,a tree .
INV,a tree .
INV,that's right .
INV,0 .
INV,and what's that ?
INV,there's a house .
INV,who's in the car ?
CHI,0 . [+ trn]
INV,is that a bear in the car ?
CHI,xxx . [+ trn]
INV,turn the page .
CHI,yyy .
INV,red .
CHI,yyy .
INV,stop .
CHI,go go go .
INV,green means go go go .
CHI,yyy yyy .
INV,a traffic light .
INV,what's that ?
CHI,xxx . [+ trn]
INV,a door .
INV,a car .
INV,0 .
INV,can you turn the page ?
INV,can you turn the page ?
CHI,0 .
INV,turn the page .
CHI,yyy yyy .
INV,a bike .
INV,what's that ?
INV,what's that ?
INV,is that a balloon ?
INV,look .
INV,is that a balloon ?
INV,balloon goes pop .
INV,is that a balloon ?
INV,there's a boy bear .
CHI,truck .
INV,a truck .
INV,there's mommy bear .
INV,&=gasp . [+ trn]
INV,daddy bear .
INV,they're going to the store .
INV,let's turn [//] can you turn the page ?
CHI,0 .
INV,turn the page .
INV,there's apples .
CHI,xxx . [+ trn]
INV,&=gasp . [+ trn]
INV,you ate the apple .
INV,you ate the apple .
CHI,s@l t@l i@l u@l r@l e@l .
INV,f@l .
CHI,f@l .
INV,&=gasp . [+ trn]
INV,fruits .
CHI,fruit .
INV,fruits .
CHI,y@l f@l n@l [?] o@l yyy .
INV,h@l .
INV,honey .
CHI,honey .
INV,that's some honey .
INV,there's [//] what are those ?
CHI,xxx . [+ trn]
CHI,yyy .
INV,&=gasp . [+ trn]
INV,yyy .
INV,those are bananas .
CHI,0 .
INV,what's that ?
INV,I see some milk .
CHI,0 .
INV,turning the page .
CHI,0 . [+ trn]
INV,that's a cash register .
CHI,xxx [=! voc] [=! voc] [=! voc] . [+ trn]
INV,push the buttons .
CHI,xxx . [+ trn]
INV,there's some money .
INV,and there's mommy bear and daddy bear .
CHI,0 .
CHI,yyy .
CHI,truck .
INV,a truck .
INV,what's that ?
CHI,a plane .
INV,&=gasp . [+ trn]
INV,a plane .
INV,&=gasp . [+ trn]
CHI,a car .
INV,a car .
CHI,a train .
INV,a train .
CHI,toot toot .
INV,&=gasp . [+ trn]
INV,what's that ?
CHI,tractor .
INV,tractor .
INV,what's that ?
CHI,xxx . [+ trn]
INV,<I see a helicopter> [<] .
INV,I see a helicopter .
CHI,xxx . [+ trn]
INV,and a bear .
INV,can you turn the page ?
INV,can you turn the page ?
CHI,yyy .
INV,there's a coat .
INV,they're at a clothing store .
INV,&=gasp . [+ trn]
INV,there's a stool .
INV,and a dress .
CHI,0 .
CHI,car .
INV,a car .
CHI,car .
INV,car .
CHI,xxx [>] . [+ trn]
INV,<I see> [<] a piano .
INV,there's a piano .
INV,there's a guitar .
CHI,yyy yyy .
INV,&mm soup .
INV,pizza .
CHI,0 . [+ trn]
INV,pizza .
INV,what's that ?
CHI,yyy .
INV,a hamburger .
CHI,xxx . [+ trn]
INV,&=laughs .
INV,what's that ?
INV,hot dog .
INV,hot dog .
CHI,0 .
INV,turn the page .
CHI,&-uh &-uh &-uh [=! voc] . [+ trn]
INV,a clock .
INV,a lamp .
CHI,0 .
CHI,a car .
INV,a car .
INV,that's right .
INV,a car .
INV,what's that ?
INV,what's that ?
INV,what are those ?
CHI,flower .
INV,flowers .
CHI,0 . [+ trn]
INV,0 . [+ trn]
INV,oh you smelled the flowers .
CHI,0 .
INV,turn the page .
INV,&=gasp look at all that good stuff .
CHI,yyy .
INV,cookies .
CHI,yyy yyy .
INV,cookies .
INV,what are those ?
CHI,yyy yyy .
INV,doughnuts .
CHI,yyy yyy .
CHI,yyy .
INV,&=laughs .
CHI,0 .
CHI,a tree .
INV,a tree .
INV,what are these ?
CHI,flowers .
INV,flowers .
CHI,0 .
CHI,truck .
INV,mhm .
CHI,a car .
INV,that's a green car .
CHI,0 .
CHI,a car .
INV,there's a orange car .
INV,it's nighttime .
CHI,night .
INV,yeah nighttime .
CHI,0 .
INV,0 . [+ trn]
INV,he's in bed .
CHI,0 .
INV,shh .
INV,he's sleeping .
INV,&=gasp . [+ trn]
CHI,0 .
INV,all done .
INV,we're all done .
CHI,e@l x@l i@l t@l .
INV,come here .
CHI,0 .
INV,0 .
INV,what's that ?
INV,look .
INV,what's that ?
INV,can you tell me what that is ?
CHI,m@l .
INV,m@l .
INV,0 .
CHI,t@l .
INV,i@l .
CHI,i@l .
INV,0 .
CHI,c@l [?] .
INV,c@l .
INV,&=gasp . [+ trn]
CHI,h@l .
INV,h@l .
INV,0 .
CHI,a@l .
INV,0 .
CHI,f@l .
INV,e@l .
CHI,e@l .
INV,0 .
CHI,l@l .
INV,l@l .
INV,it spells (.) Michael .
CHI,Michael .
INV,Michael .
CHI,0 .
INV,that's your name .
INV,can you erase it ?
CHI,0 .
INV,you're erasing it .
INV,you're erasing your name .
INV,erase erase erase erase .
INV,okay .
INV,we needta turn the lights off .
CHI,0 .
INV,0 .
CHI,0 .
INV,turn (th)em off .
INV,good job .
INV,we needta go out .
CHI,0 .
INV,oh you wanna go up the stairs ?
CHI,0 .
INV,up .
INV,up .
INV,up .
INV,up up up up up .
INV,down down down down .
CHI,0 .
INV,down down down down .
CHI,e@l [?] x@l i@l t@l .
INV,exit .
CHI,0 .
INV,e@l x@l i@l t@l .
INV,exit .
CHI,xxx .
INV,&=laughs .
INV,can you open the door ?
CHI,women .
INV,women .
CHI,xxx .
CHI,xxx .
CHI,men .
INV,men .
INV,that's the men's room .
CHI,elevator .
INV,elevator .
INV,yeah .
CHI,two .
INV,that's a one .
CHI,two .
INV,that's a one Chi .
INV,one .
CHI,0 . [+ trn]
INV,you wanna go up ?
CHI,two .
INV,that's a one .
INV,that's a one .
INV,one .
INV,number one .
CHI,xxx . [+ trn]
INV,we needta push the button .
CHI,0 .
INV,push the button .
INV,&=gasp .
INV,door's open .
INV,we needta go in .
CHI,xxx [=! voc] [=! voc] [=! voc] . [+ trn]
INV,in in in .
INV,0 .
CHI,xxx . [+ trn]
CHI,0 .
INV,we're going up .
INV,we're going +/.
CHI,yyy [= jargon] .
CHI,<yyy [= jargon]> [>] .
INV,<going up> [<] .
CHI,yyy [= jargon] .
INV,yeah we're going up .
INV,say open .
CHI,yyy [= jargon] .
INV,open .
CHI,yyy [= jargon] .
CHI,xxx .
CHI,yyy a duck .
INV,a duck .
CHI,quack quack quack .
INV,quack quack quack .
INV,&=gasp . [+ trn]
INV,that's right .
CHI,p@l l@l a@l y@l i@l t@l s@l [=! screams] .
INV,a@l .
CHI,a@l .
INV,f@l [>] .
CHI,f@l [<] .
CHI,e@l .
INV,e@l .
CHI,0 .
INV,it's it's my turn .
CHI,0 .
INV,t@l u@l r@l n@l i@l t@l .
INV,let's do the puzzle .
CHI,0 .
CHI,xxx . [+ trn]
CHI,xxx . [+ trn]
INV,stop .
CHI,go go go .
INV,green means go go go .
CHI,s@l t@l o@l p@l .
INV,stop .
CHI,0 . [+ trn]
INV,s@l t@l o@l p@l .
INV,stop .
CHI,0 .
INV,there's a rabbit .
CHI,0 .
INV,&-uh .
INV,you took (th)em all out .
CHI,g@l o@l .
CHI,go .
INV,g@l o@l .
INV,go go go .
CHI,elephant .
INV,elephant .
CHI,xxx . [+ trn]
CHI,bird [?] .
CHI,cheep cheep .
INV,cheep cheep .
INV,&=gasp . [+ trn]
INV,xxx . [+ trn]
INV,look .
INV,lemonade .
CHI,xxx .
INV,can you look ?
INV,lemonade .
INV,xxx . [+ trn]
INV,xxx . [+ trn]
INV,0 .
INV,here's grandma .
INV,grandma made some cookies .
INV,grandma made some cookies .
INV,what's that ?
INV,what's that ?
CHI,a doggie .
INV,a doggie .
CHI,woof woof .
INV,woof woof .
INV,what's that ?
CHI,yyy .
INV,what's up doc .
INV,no .
INV,there's the bunny .
CHI,bunny .
INV,there's the bunny rabbit .
CHI,xxx . [+ trn]
CHI,yyy .
INV,what's up doc ?
INV,put it in .
CHI,0 .
INV,put it in .
INV,let's put this one in .
INV,right here .
CHI,s@l t@l o@l p@l .
INV,stop .
CHI,0 . [+ trn]
INV,you want me to do it ?
INV,s@l t@l o@l p@l .
INV,stop .
CHI,xxx .
CHI,xxx [=! voc] [=! voc] . [+ trn]
INV,put it in .
INV,my turn .
CHI,0 .
INV,a bird .
INV,0 .
CHI,cheep cheep cheep cheep .
INV,that's right .
INV,cheep cheep cheep .
CHI,xxx .
INV,she has some ice cream .
CHI,xxx [=! voc] [=! voc] .
INV,she has some ice cream .
INV,0 .
CHI,0 .
INV,0 . [+ trn]
CHI,0 .
CHI,xxx . [+ trn]
INV,look .
INV,there's letters in the soup .
INV,a@l .
CHI,0 .
INV,p@l .
INV,n@l .
INV,e@l .
CHI,xxx . [+ trn]
INV,see ?
INV,r@l .
INV,e@l a@l .
CHI,0 .
INV,no she goes down here .
CHI,0 .
INV,0 .
INV,lemonade .
CHI,0 .
INV,0 .
INV,where's this piece ?
CHI,0 .
CHI,elephant .
INV,elephant .
INV,0 .
INV,put it up .
CHI,0 .
INV,thank you .
