participant,sentence
INV,they're upside down .
CHI,upside down .
CHI,0 .
INV,it's not going to fit there is it ?
INV,0 .
INV,look at these kids .
INV,let's turn that around .
INV,0 .
INV,there .
CHI,there .
INV,is that better ?
CHI,there .
CHI,&=laughs .
INV,where do these two go ?
CHI,yyy .
CHI,yyy .
INV,good [=! laughs] .
INV,one more piece .
INV,oh is it stuck ?
CHI,0 .
INV,it's stuck .
CHI,yyy [= jargon] .
INV,&=gasp . [+ trn]
INV,look what Chi did .
INV,he made the puzzle .
CHI,0 .
INV,op .
INV,is it stuck [=! laughs] ?
INV,you want me to help you ?
CHI,help yyy .
INV,do you need some help ?
CHI,need some help .
INV,here .
INV,I think it needs to go around .
CHI,go yyy yyy .
CHI,(a)round .
CHI,there .
CHI,yyy .
INV,all done .
CHI,yyy .
INV,that was good .
INV,that one was kinda hard .
INV,thank you .
CHI,thank you .
INV,0 .
INV,I guess someone else has the airplane puzzle .
CHI,airplane .
INV,it's not up here .
CHI,up here .
INV,here's a Sesame Street .
CHI,yyy street .
INV,who are all these people ?
INV,who are these ?
INV,who is this ?
CHI,yyy .
INV,Big Bird .
CHI,it's a [=? the] [*] Big Bird .
INV,it is Big Bird .
CHI,it's a [=? the] [*] door .
INV,and the door .
CHI,yyy a [=? the] [*] cookie .
CHI,yyy [= jargon] .
INV,there's cookie [=! laughs] .
INV,I think that stays in there .
INV,that one stays .
INV,open the green door .
CHI,0 .
CHI,0 .
INV,who are these guys ?
CHI,0 .
INV,(i)s that Bert and Ernie ?
INV,Bert and Ernie .
INV,can we put (th)em back ?
CHI,a [=? the] [*] door .
INV,there's the door .
CHI,yyy bird .
CHI,bye .
INV,bye birdie .
CHI,0 .
INV,that's right .
INV,that goes there .
INV,you just hafta turn it around .
CHI,0 .
CHI,bye bird .
CHI,hi .
INV,hi birdie .
CHI,hi birdie .
CHI,yyy yyy [>] yyy [= jargon] .
INV,&=laugh [<] .
CHI,bye .
INV,bye birdie .
CHI,yyy yyy [= jargon] .
INV,&=gasp . [+ trn]
CHI,bye .
INV,bye birdie .
CHI,hi .
INV,&haha hi birdie .
CHI,yyy yyy yyy [= jargon] .
CHI,yyy .
INV,where does [//] let's put Big Bird up .
CHI,yyy yyy [= jargon] .
CHI,yyy .
CHI,yyy .
INV,no it can't fit in there .
CHI,0 .
INV,there you go .
CHI,bye bye .
INV,bye bye .
CHI,bye yyy .
CHI,xxx . [+ trn]
INV,there's the green door .
CHI,0 .
INV,where else can that go ?
INV,how (a)bout over here ?
CHI,0 .
INV,bye Count .
CHI,bye Count .
