participant,sentence
INV,&=gasp . [+ trn]
INV,what's this ?
INV,is that a (.) horsie ?
INV,<nay@o> [>] .
CHI,xxx [<] .
CHI,yyy .
INV,more pictures .
CHI,0 [>] .
INV,<slide down> [<] .
CHI,0 .
INV,more more more .
INV,&=gasp . [+ trn]
CHI,yellow truck .
INV,<yellow truck> [>] .
CHI,xxx [<] . [+ trn]
INV,0 . [+ trn]
INV,what's this ?
INV,what is that ?
CHI,xxx . [+ trn]
INV,is this a (.) plane ?
CHI,xxx . [+ trn]
INV,there's the plane [>] .
CHI,xxx [<] . [+ trn]
INV,I see a helicopter .
CHI,0 .
INV,look at the helicopter .
INV,it's a &heli +/.
CHI,yellow truck .
INV,mhm .
CHI,xxx [>] .
INV,<look here the people are getting on the plane> [<] .
CHI,yellow truck .
INV,yes .
INV,there's another <yellow truck> [>] .
CHI,<another yellow truck> [<] .
INV,look the people are getting on the plane .
CHI,0 .
INV,turn the next +//.
INV,more pictures .
CHI,0 .
INV,more pictures .
INV,they're on a farm [>] .
CHI,<yellow truck> [<] .
INV,there's a farm .
INV,&=gasp . [+ trn]
INV,here's a horsie .
CHI,0 .
INV,horsie .
INV,and there's some chickens .
INV,and a rooster .
INV,&=gasp . [+ trn]
CHI,0 .
INV,there's a tractor .
CHI,tractor .
INV,&-uh huh .
CHI,another tractor .
INV,yeah .
INV,two tractors .
INV,there's some (.) geese [>] .
CHI,0 [<] .
CHI,xxx .
INV,&=gasp . [+ trn]
INV,more pictures .
CHI,0 .
INV,more pictures .
CHI,0 .
INV,&=gasp . [+ trn]
INV,what's that ?
CHI,tv .
INV,tv .
INV,yeah .
CHI,a white moon .
INV,&-uh huh .
INV,a white moon .
INV,there's a balloon .
CHI,0 .
INV,&=gasp . [+ trn]
INV,a red balloon .
INV,and a +...
INV,what color is that ?
CHI,xxx .
INV,a blue balloon .
CHI,0 .
INV,they're at the store .
INV,they're at the store .
INV,what do you see ?
CHI,0 .
INV,what do you see ?
INV,there's a man .
INV,0 .
INV,that's the meat man .
INV,meat man .
CHI,meat man .
INV,&-uh huh .
INV,there's the woman .
CHI,there's woman .
INV,she's getting tomatoes .
CHI,tomato .
INV,tomatoes .
CHI,0 .
INV,look at that woman .
INV,she's +/.
CHI,look at that woman .
INV,yeah she's reaching for the bread .
CHI,reaching <bread> [>] .
INV,<she's getting> [<] the bread .
INV,yes .
INV,that man already has her money .
INV,you wanna get more pictures [>] ?
CHI,xxx [<] .
INV,0 .
CHI,more .
INV,more pictures .
INV,&=gasp . [+ trn]
CHI,0 .
INV,more pictures .
CHI,0 .
INV,lookee here .
CHI,two two two .
INV,a one .
INV,that is a one .
CHI,0 .
INV,he has a race+car .
CHI,race+car .
INV,yeah .
INV,look [>] .
CHI,0 [<] .
CHI,0 .
INV,he's a [//] an astronaut .
CHI,0 .
CHI,xxx .
INV,&=gasp . [+ trn]
INV,yeah .
INV,look he's taking a bath .
CHI,0 .
INV,he's taking a +//.
INV,&=gasp . [+ trn]
INV,he's chopping wood .
INV,oh look she +//.
INV,what's she doing ?
CHI,0 .
INV,is she brushing her teeth ?
CHI,0 .
INV,brush your teeth tch@o tch@o .
INV,&=gasp . [+ trn]
INV,what is +/.
CHI,yyy .
INV,that's a canon .
INV,0 . [+ trn]
INV,look here .
INV,look at the (.) dinosaur .
CHI,roar@o .
INV,roar@o .
CHI,roar@o roar@o roar@o roar@o .
INV,that's a purple dinosaur .
CHI,purple dinosaur .
INV,yeah .
INV,look at the dragon .
CHI,0 .
CHI,yyy [>] .
INV,&=gasp [<] . [+ trn]
INV,oh .
CHI,<roar@o> [>] .
INV,<he shoots out fire> [<] .
CHI,0 .
CHI,yyy .
INV,yeah .
INV,up tweet@o tweet@o .
INV,<tweet@o tweet@o> [>] .
CHI,<tweet@o tweet@o> [<] .
CHI,tweet@o tweet@o .
INV,what are those ?
CHI,a bird .
INV,a birds .
INV,<how many birds> [>] ?
CHI,<tweet@o tweet@o tweet@o> [<] .
INV,one two .
CHI,xxx . [+ trn]
INV,oh lightning .
INV,what's this ?
CHI,0 .
INV,ruf@o ruf@o .
CHI,0 .
INV,what is that ?
CHI,xxx . [+ trn]
INV,oh you're still looking at the lightening .
CHI,xxx . [+ trn]
INV,yes .
INV,it's coming <out_of the sky> [>] .
CHI,xxx [<] . [+ trn]
INV,look it look it [>] .
CHI,xxx [<] . [+ trn]
INV,look here .
CHI,0 .
INV,there's the doggie .
INV,ruf@o ruf@o .
CHI,0 .
CHI,xxx . [+ trn]
INV,yeah .
INV,you like that lightning .
INV,&=gasp . [+ trn]
INV,what's this ?
CHI,0 .
INV,xxx . [+ trn]
CHI,xxx . [+ trn]
INV,lightning .
CHI,0 .
INV,there's a kitty cat .
CHI,0 .
CHI,0 .
CHI,xxx . [+ trn]
INV,okay .
INV,more pictures .
INV,ready for more ?
CHI,lightning .
INV,yep .
INV,bye lightning .
INV,&=gasp . [+ trn]
INV,they're playing baseball [>] .
CHI,yyy [<] .
INV,0 .
CHI,xxx .
INV,what's <he on> [>] ?
CHI,xxx [<] .
INV,is he on a motorcycle ?
CHI,vroom@o vroom@o .
INV,vroom@o .
INV,I think it's a red motorcycle .
INV,and who's that ?
CHI,0 .
INV,he's on a +...
CHI,two two .
INV,a one race+car .
CHI,0 .
INV,&=gasp . [+ trn]
INV,there's a bear [>] .
CHI,<two> [<] two three four five six seven eight nine ten .
INV,eleven .
CHI,eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty .
INV,twenty .
INV,&=gasp . [+ trn]
INV,there's a train .
CHI,there's train .
INV,one train .
INV,one train .
INV,let's count the cars .
INV,one two .
INV,two cars .
CHI,a car .
CHI,a car .
INV,uhuh .
CHI,0 [>] .
INV,<more pictures> [>] .
INV,okay .
CHI,xxx .
INV,&=gasp . [+ trn]
INV,we're finished .
CHI,a car a car a car a car a car a car .
INV,&=gasp . [+ trn]
INV,lots_of cars .
CHI,lots cars .
INV,yeah [>] .
CHI,0 [<] .
INV,okay .
INV,let's (.) go bye bye book .
CHI,xxx .
INV,let's +//.
INV,we're finished with the book .
INV,<clean up clean up> [>] .
CHI,0 [<] .
INV,0 .
INV,everybody .
CHI,xxx .
INV,clean up clean up .
